movie_name,year,genre,rating,description
Odd Man Out,1947,"Crime, Drama, Film-Noir",7.7,A wounded Irish nationalist leader attempts to evade police following a failed robbery in Belfast.
The Narrow Margin,1952,"Crime, Drama, Film-Noir",7.7,A woman planning to testify against the mob must be protected against their assassins on the train trip from Chicago to Los Angeles.
The Big Clock,1948,"Crime, Drama, Film-Noir",7.6,"A magazine tycoon commits a murder and pins it on an innocent man, who then tries to solve the murder himself."
Intruder in the Dust,1949,"Crime, Drama, Family",7.6,"In 1940s Mississippi, two teenage boys and an elderly woman combine forces to prevent a miscarriage of justice and clear a black man of a murder charge."
Pickup on South Street,1953,"Crime, Film-Noir, Mystery",7.6,A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.
Leave Her to Heaven,1945,"Drama, Film-Noir, Romance",7.6,"A writer falls in love with a young socialite and they're soon married, but her obsessive love for him threatens to be the undoing of them both as well as everyone around them."
The Naked City,1948,"Crime, Drama, Film-Noir",7.6,A step-by-step look at a murder investigation on the streets of New York.
Gilda,1946,"Drama, Film-Noir, Romance",7.6,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.
Where the Sidewalk Ends,1950,"Crime, Drama, Film-Noir",7.6,Det. Sgt. Mark Dixon wants to be something his old man wasn't: a guy on the right side of the law. Will Dixon's vicious nature get the better of him?
The Woman in the Window,1944,"Crime, Drama, Film-Noir",7.6,"When a conservative middle aged professor engages in a relationship with a femme fatale, he's plunged into a nightmarish world of blackmail and murder."
La bestia debe morir,1952,"Film-Noir, Mystery, Thriller",7.6,"When his child is hit by a car, a writer of thrillers is desperate to avenge his death and goes in search of the murderer."
Caged,1950,"Crime, Drama, Film-Noir",7.6,"A gentle, naive, pregnant 19-year-old widow is slowly, inexorably ground down by the hardened criminals, sadistic guards, and matron at a woman's prison. Will she be the same person when her sentence is up?"
Brute Force,1947,"Crime, Drama, Film-Noir",7.6,"At a tough penitentiary, prisoner Joe Collins plans to rebel against Captain Munsey, the power-mad chief guard."
The Letter,1940,"Crime, Drama, Film-Noir",7.6,"The wife of a rubber plantation administrator shoots a man to death and claims it was self-defense, but a letter in her own hand may prove her undoing."
Body and Soul,1947,"Drama, Film-Noir, Sport",7.6,A talented boxer's young career hits difficult terrain when an unethical promoter takes interest in him.
Gun Crazy,1950,"Crime, Drama, Film-Noir",7.6,Two disturbed young people release their fascination with guns through a crime spree.
The Fallen Idol,1948,"Drama, Film-Noir, Mystery",7.6,"A butler working in a foreign embassy in London falls under suspicion when his wife accidentally falls to her death, the only witness being an impressionable young boy."
Los tallos amargos,1956,"Crime, Drama, Film-Noir",7.6,A washed up reporter teams up with an immigrant from Hungary to start a fake journalism by correspondence school.
"Murder, My Sweet",1944,"Crime, Drama, Film-Noir",7.5,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit."
High Sierra,1941,"Action, Adventure, Drama",7.5,"After being released from prison, notorious thief Roy Earle is hired by his old boss to help a group of inexperienced criminals plan and carry out the robbery of a California resort."
The Docks of New York,1928,"Crime, Drama, Film-Noir",7.5,A blue-collar worker on New York's depressed waterfront finds his life changed after he saves a woman attempting suicide.
Act of Violence,1948,"Drama, Film-Noir, Thriller",7.5,"An embittered, vengeful POW stalks his former commanding officer who betrayed his men's planned escape attempt from a Nazi prison camp."
Dark Passage,1947,"Film-Noir, Thriller",7.5,A man convicted of murdering his wife escapes from prison and works with a woman to try to prove his innocence.
Thieves' Highway,1949,"Drama, Film-Noir, Thriller",7.5,A war veteran turned truck driver attempts to avenge the crippling and robbing of his father at the hands of an amoral produce scofflaw.
The Harder They Fall,1956,"Drama, Film-Noir, Sport",7.5,"An ex-sportswriter is hired by a shady fight promoter to promote his latest find, an unknown but easily exploitable rising star from Argentina."
I Want to Live!,1958,"Biography, Crime, Drama",7.5,"A prostitute, sentenced to death for murder, pleads her innocence."
Underworld,1927,"Crime, Drama, Film-Noir",7.5,"Boisterous gangster kingpin Bull Weed rehabilitates his former lawyer from his alcoholic haze, but complications arise when he falls for Weed's girlfriend."
Spellbound,1945,"Film-Noir, Mystery, Romance",7.5,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.
The Desperate Hours,1955,"Crime, Drama, Film-Noir",7.5,Three escaped convicts move in on and terrorize a suburban household.
Sudden Fear,1952,"Film-Noir, Thriller",7.5,"After an ambitious actor insinuates himself into the life of a wealthy middle-aged playwright and marries her, he plots with his mistress to murder her."
The Lady from Shanghai,1947,"Crime, Drama, Film-Noir",7.5,"Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot."
Detective Story,1951,"Crime, Drama, Film-Noir",7.5,"On one day in the 21st Precinct squad room, assorted characters form a backdrop for the troubles of hard-nosed Detective Jim McLeod."
The Breaking Point,1950,"Crime, Drama, Film-Noir",7.5,An otherwise moral captain of a charter boat becomes financially strapped and is drawn into illegal activities in order to keep up payments on his boat.
Kiss Me Deadly,1955,"Crime, Film-Noir, Mystery",7.5,"A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit""."
Obsession,1949,"Crime, Film-Noir, Thriller",7.4,Clive Riordan plans a devilish revenge against his wife's lover.
Hunted,1952,"Crime, Drama, Film-Noir",7.4,A violent fugitive and a mistreated small boy team up to flee from authority.
Johnny Holiday,1949,"Crime, Drama, Film-Noir",7.4,Young street tough sent to a reform farm is torn between friends from his past and those who are trying to help him change his life.
Hangmen Also Die!,1943,"Drama, Film-Noir, Thriller",7.4,"After the German administrator of Czechoslovakia is shot, his assassin tries to elude the Gestapo and struggles with his impulse to give himself up as hostages are executed."
The Seventh Cross,1944,"Drama, Film-Noir, Mystery",7.4,"In 1936, seven prisoners escape from a concentration camp. The Nazis put up seven crosses for demonstrative executions. This story about one of the fugitives, who relies on own courage and compassion of people to avoid the seventh cross."
This Gun for Hire,1942,"Crime, Drama, Film-Noir",7.4,"When assassin Philip Raven shoots a blackmailer and his beautiful female companion dead, he is paid off in marked bills by his treasonous employer who is working with foreign spies."
Scandal Sheet,1952,"Crime, Drama, Film-Noir",7.4,The editor of an exploitation newspaper commits a murder and assigns his protégé to investigate hoping to divert attention away from himself.
The Window,1949,"Drama, Film-Noir, Thriller",7.4,"To avoid the heat of a sweltering summer night a 9-year-old Manhattan boy decides to sleep on the fire escape and witnesses a murder, but no one will believe him."
The Strange Love of Martha Ivers,1946,"Drama, Film-Noir, Romance",7.4,"A man is reunited with his childhood friend and her husband, who believe he knows the truth about the death of her rich aunt years earlier."
They Live by Night,1948,"Crime, Film-Noir, Romance",7.4,"An escaped convict injured during a robbery falls in love with the woman who nurses him back to health, but their relationship seems doomed from the beginning."
99 River Street,1953,"Action, Crime, Drama",7.4,A former boxer turned cab driver has to hide from the police when his badgering wife is murdered by the jewel thief she was having an affair with.
No Way Out,1950,"Crime, Drama, Film-Noir",7.4,"Two hoodlums, brothers, are shot and wounded during an attempted robbery. They are taken to a nearby hospital where one brother dies. The surviving brother, a rabid racist, blames the African-American doctor for his death."
Champion,1949,"Drama, Film-Noir, Sport",7.4,Boxer Midge Kelly rises to fame...mainly by stepping on other people.
The Postman Always Rings Twice,1946,"Crime, Drama, Film-Noir",7.4,"A married woman and a drifter fall in love, then plot to murder her husband."
No Man of Her Own,1950,"Drama, Film-Noir, Romance",7.4,"A pregnant woman adopts the identity of a railroad-crash victim and starts a new life with the woman's wealthy in-laws, but is soon blackmailed by her devious ex."
The Suspect,1944,"Drama, Film-Noir, Thriller",7.4,"An unhappily married man begins a flirtation with a younger woman. When his wife threatens to ruin her, he decides to take action."
Kiss of Death,1947,"Crime, Drama, Film-Noir",7.4,Nick Bianco is caught during a botched jewellery heist. The prosecution offer him a more lenient sentence if he squeals on his accomplices but he doesn't roll over on them. Three years into the sentence an event changes his mind.
Criss Cross,1949,"Crime, Drama, Film-Noir",7.4,An armored truck driver and his ex-wife conspire with a gang to have his own truck robbed on the route.
All the King's Men,1949,"Drama, Film-Noir",7.4,"The rise and fall of a corrupt politician, who makes his friends richer and retains power by dint of a populist appeal."
Island of Lost Souls,1932,"Film-Noir, Horror, Sci-Fi",7.4,"A mad doctor conducts ghastly genetic experiments on a remote island in the South Seas, much to the fear and disgust of the shipwrecked sailor who finds himself trapped there."
The Wrong Man,1956,"Drama, Film-Noir",7.4,"In 1953, an innocent man named Christopher Emanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber."
Crime Wave,1953,"Crime, Drama, Film-Noir",7.3,Reformed parolee Steve Lacey is caught in the middle when a wounded former cellmate seeks him out for shelter.
Call Northside 777,1948,"Drama, Film-Noir",7.3,Chicago reporter P.J. McNeal re-opens a decade-old murder case.
The Thin Man Goes Home,1944,"Comedy, Crime, Film-Noir",7.3,"Nick and Nora head to Nick's hometown of Sycamore Springs to spend some time with his parents. His father, a prominent local physician, was always a bit disappointed with Nick's choice of ...                See full summary »"
Each Dawn I Die,1939,"Crime, Drama, Film-Noir",7.3,A corrupt D.A. (Thurston Hall) with political ambitions is angered by news stories implicating him in criminal activity and decides to frame the reporter (James Cagney) for manslaughter in order to silence him.
Cry Danger,1951,"Crime, Drama, Film-Noir",7.3,Ex-con Rocky Mulloy seeks the real culprit in the crime for which he was framed in a night world of deceptive dames and double crosses.
Suspicion,1941,"Film-Noir, Mystery, Thriller",7.3,"A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her."
The Stranger,1946,"Crime, Drama, Film-Noir",7.3,An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi.
Tension,1949,"Crime, Drama, Film-Noir",7.3,A meek pharmacist creates an alternate identity under which he plans to murder the bullying liquor salesman who has become his wife's lover.
You Only Live Once,1937,"Crime, Drama, Film-Noir",7.3,"The public defender's secretary and an ex-convict get married and try to make a life together, but a series of disasters sends their lives spiraling out of control."
Journey of Eternity,2019,"Drama, History",10.0,"After his beloved fiancé was forcibly taken away, Esho a school teacher, is falsely accused of committing a crime and gets thrown in an Iraqi prison. While in prison, he witnesses the ...                See full summary »"
Time's Paradox,2023,"History, Sci-Fi",10.0,"""Time's Paradox"" follows Juwel Chowdhury, a young and ambitious scientist, as he joins forces with the fearless time traveler, Ricky Riyaf. Together, they embark on a dangerous mission to ...                See full summary »"
Sika,2022,"Drama, History",9.9,"Abdelghafour is a journalist who writes about the social and historical links between the inhabitants of the far north and the south of Morocco. He is trucked by al-Batal, a head of a ...                See full summary »"
Prince Oak Oakleyski: Lord Kandanai Maneesawath,2022,"Adventure, Biography, History",9.8,"Biography of his early life, team history, and exciting adventure of Prince Oak Oakleyski a.k.a. Lord Kandanai Maneesawath in real life movie. This movie demonstrates many aspects of how Prince Oak Oakleyski unveiled himself."
Lo spirito del serchio,2009,"Biography, History",9.7,"An Italian documentary film, interviews Gino Birindelli and explores the history of the Adverters of the Queen of the Queen of the Navy during the Second World War."
Forgotten Heroes: The Robert Hartsock Story,2019,History,9.7,"In Vietnam, over 10,000 American lives were saved by the actions of over 4,000 military working dogs and their handlers. This is the story of US Army SSgt Robert Hartsock, the only handler to have ever received the Medal of Honor."
Tutankhamun: Enter the Tomb,2019,"Adventure, History",9.7,Add a Plot
Prince of Eurasia,2022,"Action, Biography, History",9.7,"Rare historical biography of Prince Oak Oakleyski was encapsulated in this movie. Filming mainly in Uzbekistan, the original homeland of royal ancestry of Prince Oak Oakleyski. Some dust-up actions were brought into play for zest."
La Grande Guerra del Salento,2022,"Drama, History, Romance",9.6,"As the world slowly licks the wounds of World War II, in Salento another war is continuing between the inhabitants of two villages, Supersano and Ruffano. The rivalry between the football ...                See full summary »"
The Unfinished Portrait,2019,"Drama, History, Romance",9.6,"Artur, a successful painter in Albania has a exhibit in Italy. The most praised painting by the critics is the portrait of girl entitled 'Light of Love' that unveils a forbidden love in ...                See full summary »"
Seven Thousand Souls,2020,History,9.6,SEVEN THOUSAND SOULS is a documentary - a feature film about the suffering of Serbian and Russian soldiers and interned civilians in Austro-Hungarian camps on the territory of today's Czech...                See full synopsis »
Marco Polo: The China Mystery Revealed,2022,"Drama, History",9.5,"Marco Polo became a legend after his epic, 24 year trek across Asia. Was he the world's greatest overland explorer? Or the biggest liar? National Geographic's own legend, Michael Yamashita, used Polo's book as a guide to find the truth."
Enchained,2019,"Drama, History, Romance",9.5,"Ethiopia, 1916: Gobeze is a timid, peace-loving, young man of 25; a brilliant student who dedicates his whole life to ""Sem Ina Werq"" (riddles with dual meaning). He is caught in bed with ...                See full summary »"
Quota - The Reservation,2022,"Drama, History, Thriller",9.5,"Quota The Reservation, Story of a Dalit medical student who faces discrimination and bias only due to his lower caste, and one day he decides to break the system and do something like the whole nation will shake up"
Ibn Hanbal,2017,"Biography, History",9.4,Add a Plot
Swaraj: Bharat Ke Swatantrata Sangram Ki Samagra Gatha,2022,History,9.4,SWARAJ - Bharat ke Swatantra Sangram ki Samagra Gatha Bring to life the stories of unsung heroes who sacrificed and fought for India over 450 years of freedom struggle but remain unheard ...                See full summary »
The Business of Show Business,1983,History,9.4,An examination of the history of Show Business.
Lupeo,2020,History,9.4,"LUPEO is based on true events of January 12, 2010, the memorial of the tragic earthquake in Haiti."
Life of St. Paul Series,1949,"Biography, Drama, History",9.4,The life of Apostle Paul from the New Testament. This extremely rare and hard to find film chronicles Saul of Taurus as he becomes born again as Paul the Apostle.
Maipa Deapati & Datu Museng (The Hero,2018,History,9.3,Add a Plot
The Phantom of Yun Gang Grottoes,2016,History,9.3,"Because of a commemorative coin of Yungang Grottoes, a Russian girl Anna came to Shanxi Datong. There she met a fan who addicts into Yungang Grottoes culture research, a decadent single ...                See full summary »"
Our Catherine,2018,"Biography, Drama, History",9.3,"Set in modern day South Shields, County Durham, young English author Catherine Cookson is transported from the 1920s and returns to her hometown."
Addour,2017,History,9.3,Add a Plot
The Wind & the Reckoning,2022,"Adventure, Drama, History",9.3,"As an outbreak of leprosy engulfs 19th-century colonial Hawai'i, a small group of infected Native Hawaiians resist government-mandated exile, taking a courageous stand against the provisional government. Inspired by real-life events."
Prince Oakleyski Eurasia - Royalwiki,2022,"History, Mystery",9.3,"The film disclosed an unseen side of Prince Oak Oakleyski in his unforgettable history. It encompasses some depressive elements, such as a bewildering sickness of him that was unexplained. However, he has recovered himself like a miracle."
"Adieu, Lacan",2022,History,9.3,"After two miscarriages and --in her own words-- ""losing"" her husband, a Brazilian woman goes to Paris to see Jacques Lacan, reputedly ""the most controversial psychoanalyst since Freud."""
Les palmiers blessés,2010,"Drama, History",9.2,"Bizerte, Tunisia, winter of 1991, a Tunisian writer entrusts the typing of an autobiographical manuscript to the young woman, Chama, thanks to the content of the book, now she feels the ...                See full summary »"
Cervino - la montagna del mondo,2015,"Adventure, History",9.2,"Sitting in a mysterious theatre in the city, a young man dreams to climb the Matterhorn along the classic Italian way opened by J.A. Carrel in 1865. A marvelous journey through the folds of...                See full summary »"
Supreme Motherhood: The Journey of Mata Sahib Kaur,2022,"Animation, Adventure, History",9.2,"The story of Mata Sahib Kaur Ji, also known as the Mother of the Khalsa, as she became a strong female leader of the Khalsa nation in 17th and 18th-century India."
The Price of Power: William Goebel the Man and the Myth,2009,"Biography, History",9.2,Add a Plot
Kakhan Harab Dukh Mor,2005,History,9.2,Add a Plot
Portugal: A Luta em Tempos de Crise!,2022,"Biography, History, War",9.1,"A documentary film full of action and drama that portrays the Portuguese succession crisis, one of the greatest battles in History famous for its war strategy, intrigues and manipulations in the 14th-century court."
WMTv17,2020,"Biography, Comedy, Drama",9.1,"WMTv17 is a Video Tv Program formed by a singer and songwriter ""Wendo Musaly"" on April 02, 2020. It's based on producing music worldwide and labeling music."
Shree Ram Samartha,2019,History,9.1,"A group of youngsters are on their way to a picnic when they are forced to stay in a village for a few days. There, they meet a woman named Mai Patankar who tells them the inspiring story of Samartha Ramdas Swami."
Milunka Savic: Heroine of the Great War,2013,"Action, History",9.1,"Documentary about the life of the most decorated woman warrior of all time, Milunka Savic and her struggles after the end of WW1 in her homeland of Serbia."
Wage,2017,"Biography, Drama, History",9.1,"Wage is a biopic movie about the creator of the national anthem of Indonesia titled Indonesia Raya (The Great Indonesia), Wage Rudolf Soepratman."
Veer Hamirji - Somanath Ni Sakhate,2012,History,9.1,"In the early 15th century Gujarat, Muslim rulers invaded temples of India to loot the wealth. Somanath temple was attacked by the sultan of Gujarat. Veer Hamir single-handedly defended the temple against the forces with his friends."
Wendo Musaly,2020,"Biography, Drama, History",9.1,"Wendo Musaly, is a Congolese actor, singer, songwriter, and dancer. Born on November 21/1996, in South Kivu in Democratic Republic of Congo (DRC)."
The land of Skulls,2021,History,9.0,The documentary reveals the stories of the 1994 Rwandan genocide.
The Somali Dervish,1983,"Action, Drama, History",9.0,"Centering on the revolutionary Dervish State and its influential leader, Muhammad Abdullah Hassan (the ""Mad Mullah"") is an epic on the grandest scale. The film follows Hassan's life from ...                See full summary »"
"Carlo Goldoni: Venezia, Gran Teatro del Mondo",2007,History,9.0,"In the 1700's, while the glory of Venice was to the apex of its splendor but to the beginning of its express decline, Carlo Goldoni anticipated the French revolution renewing the European ...                See full summary »"
SHUDRA: The Untouchables,2011,"Drama, Family, History",9.0,SHUDRA-the untouchables is the story of 250 million people subjugated in war and condemned to slavery and bestial existence for ages. these peace loving & imprudent people of ancient times ...                See full summary »
Sarsenapati Hambirrao,2022,"Action, Drama, History",9.0,"Based on the Maratha warrior Hansaji Mohite who was later given the title of Sarnobat Hambirrao, the film portrays his life as the Commander in Chief of Chatrapati Shivaji Maharaj's army."
Lapu-Lapu,1955,"Biography, Drama, History",9.0,"LVN's top stars Delia Razon and Mario Montenegro were reunited for the nth time in this 1955 Lamberto Avellana's monumental epic, ""Lapu-Lapu"". Based form the celebrated Francisco V. ...                See full summary »"
Berlin - Akkurgan,2018,"History, War",9.0,Add a Plot
Flashback,2011,"Drama, Family, History",9.0,Add a Plot
Schindler's List,1993,"Biography, Drama, History",9.0,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis."
Concerto,2008,"Drama, History, Music",9.0,"Concerto is about how, in the last part of World War II, a special piano concert is held in the forest outside Davao City, in Mindanao. In these boondocks, a displaced Filipino family, lead...                See full summary »"
Chhatrapati Shivaji,2017,"Drama, History",9.0,"This film chronicles key events in the life of Chhatrapati Shivaji Maharaj, founder of the Maratha Empire from his birth to his Coronation as ""Chhatrapati"""
The Other Penelope,2019,"Crime, Drama, History",8.9,An ex-combatant of the 1965 Dominican civil war is involved in a sentimental relationship that will force him to face the demons he is trying to flee from.
Portugal: Fight for Freedom!,2022,"Biography, History, War",8.9,Portugal struggles for its very existence against the mighty Castile (Spain) invasion drawing in Britain and France during the Hundred Year's War in Medieval Europe.
Babruvahana,1977,"Action, Drama, History",8.9,"Tells the story of Babruvahana, son of Arjuna and the events that eventually lead to a battle between them."
From Wharf Rats to Lords of the Docks,2007,"Biography, Drama, History",8.9,Add a Plot
Vitthal Vitthal,2003,History,8.9,A tradition of pilgrimage that has endured for thousands of years is examined in this devotional film.
Simarekha,1997,"Drama, History",8.9,Story of Liglig people and their battle against Neighbouring State.
Dr. Babasaheb Ambedkar,2000,"Biography, History",8.9,"Biopic of B. R. Ambedkar, known mainly for his contributions in the emancipation of the downtrodden and oppressed classes in India and shaping the Constitution of India."
El gazaa,1965,"Action, Drama, History",8.9,Add a Plot
Il conte di Melissa,2001,"Drama, History",8.9,Add a Plot
Thirty,2008,"Biography, Drama, History",8.9,"In a very agitated political context, the march for independence from French Colonialism, intellectual patriots, activists and freedom fighters sought to reform and develop the Tunisian Society at that specific time."
The Message,1976,"Action, Adventure, Biography",8.9,"The story of prophet ""Muhammad"" and the delivery of the message of God ""Allah."""
Desert,2016,"Adventure, Drama, History",8.9,This is the longer feature version of the film Desert.
Sri Krishna Deva Raya,1970,"Drama, History",8.9,"Story of the emperor of the Vijayanagara Empire, Lord Krishnadevaraya who presided over the empire at its zenith."
Ora 11 Jon,1972,"Drama, History, War",8.9,The movie is about the liberation war of Bangladesh at 1971. This historical movie say about the sacrifice people had to do for the freedom of their country.
Mayura,1975,"Drama, History",8.9,The movie presents the story of a saintly boy who realises his royal connections and his return to his rightful place
Dzma,1981,"Adventure, History",8.8,Add a Plot
La vera storia di Luisa Bonfanti,2021,"Biography, Comedy, History",8.8,"The True Story of Luisa Bonfanti is a particular film that moves on the border between the documentary and the fictional film. In fact, using the narrative mechanism of the ""mockumentary"", ...                See full summary »"
The Legend of Maula Jatt,2022,"Action, Drama, Fantasy",8.8,"Maula Jatt, a fierce prizefighter with a tortured past seeks vengeance against his arch nemesis Noori Natt, the most feared warrior in the land of Punjab."
Satya Harishchandra,1965,"Drama, History",8.8,The life story of the king Harishchandra who is also known as ' Satya Harishchandra '
The Human Condition III: A Soldier's Prayer,1961,"Drama, History, War",8.8,"His ideals challenged by life as a conscript in war-time Japan's military, a pacifist faces ever greater tests in his fight for survival."
The Light: Swami Vivekananda,2013,"Biography, History",8.8,Life history of Swami Vivekananda with some told and untold stories and his journey in search of god. The film shows the transformation of the young restless child to a matured individual ...                See full summary »
Jai Jagannath,2007,"Drama, Fantasy, History",8.8,"When Bhagwan Shri Jagannath and his brother Bhagwan Shri Balabhadra refuse to partake in offerings from lower-caste woman, Shriya. Devi Maa Lakshmi is offended and puts a curse on both of ...                See full summary »"
Umezurtzak,2015,"Drama, Family, History",8.8,"Alicia is a judge like her father was, murdered by ETA twenty seven years ago. Now she lives with her husband Ricardo in a residential area in the suburbs from Bilbao. In the house next ...                See full summary »"
Gente mala del norte,2011,"Drama, History",8.8,"In the Strait of Magellan, on 1923, an Irish photographer gradually discovers that the defendants in a bloody crime are innocent, and are only victims of intolerance and political expediency."
Samrat Ashok,1992,"Action, Drama, History",8.8,The life story of emperor Ashoka.
Nomer 1000,2012,"Action, Drama, History",8.8,A powerless man attempting suicide is being attacked by ruthless 1400 years old ancient warrior.
"O Jehovah, ... I Trust in You",2016,"Drama, History, War",8.8,"Hezekiah, the king of Judah, overcomes pressure from all sides to make decisions based on faith and loyalty, setting an example for his entire nation and everyone who serve God today."
Hollywood Burn,2006,"Action, Comedy, History",8.8,Popular culture references are marshalled in a critique of copyright.
The Battle of Bhima Koregaon,2022,"Action, Biography, Drama",8.8,"The movie is based on the Battle of Bhima Koregaon which was fought on 1 January 1818 between the British East India Company and the Peshwa faction of the Maratha Confederacy, at Koregaon Bhima."
Gata Oricând!: partea întâi - Eroii de la podul Jiului,2022,History,8.8,"Cand un tanar cercetas descopera ca armata bavareza este aproape de Targu Jiu, il anunta pe comisarul Popilian si impreuna cu colegii cercetasi, incearca sa opreasca ocuparea orasului de catre armata germana."
The Pitesti Experiment/Experimentul Pitesti,2022,"Biography, Drama, History",8.8,"The life story of Herman, a promising young man who under extreme circumstances changed into Romania's most effective torture machine in the infamous Pitesti Experiment during the Communist Regime."
Aszparuh,1981,"Drama, History, War",8.8,"This is an epic screen presentation showing the creation, the consolidation and the power of First Bulgarian Kingdom and the first Bulgarian ruler Khan Asparuh."
Jogidas Khuman,1975,"Biography, Drama, History",8.8,Add a Plot
The Ballad of Frankie Silver,2010,"Drama, History",8.8,One of the most famous female murders in US history. In 1831 Frankie Silver was charged with the murder and burning of the remains of her husband Charlie. She was hanged in 1833. This is ...                See full summary »
London Bridge is Falling Down- Build it Up!,2022,History,8.8,Add a Plot
Globe on Screen: Julius Caesar,2015,History,8.7,Add a Plot
Kaivara Mahatme,1961,"Drama, History",8.7,Indian Kannada film directed by T.V. Singh Thakore.
Jagajyothi Basaveshwara,1959,"Biography, Drama, History",8.7,"The life of Basava, a philosopher and social reformer from Karnataka who lived in the 12th century A.D."
Alor Michil,1974,"Drama, History, War",8.7,A story of betrayal and love of a family during the dark time of Bangladesh . It's also a story of love to motherland .
Piyoli Phukan,1955,"Biography, History",8.7,Piyoli Phukan was one of the earliest Assamese leaders to raise voice against Britsh rule. He was hanged by British in 1830 after he was found guilty of masterminding a conspiracy to drive away the British from Assam.
Kavirathna Kaalidaasa,1983,"Drama, History, Musical",8.7,"Sanskrit and upper-caste poet, Kalidas, faces many challenges after falling in love with a low-caste woman, and being entered into a competition against a learned princess."
Buamama,1985,"Biography, Drama, History",8.7,"The story of the film revolves around the epic of Sheikh Bouamama, a leader of the national resistance in Algeria during the French colonial era. The events are taking place in southwestern...                See full summary »"
Sragaal,2020,"Drama, History, Mystery",8.7,"When a Professor tries to expose corrupts in collage, he realizes that the path of truth will only led towards suffering in this Kalyug era. Living a nostalgic life, feels lost and wants to find a path."
Vishwanatha Nayakudu,1987,"Action, Drama, History",8.7,The story is based on Indian historical events during the 16th century. It narrates the victory of Viswanatha Nayak on his father to express his devotion towards Srikrishnadevaraya. ...                See full summary »
Khan and Empire,2019,"Drama, History, War",8.7,"Refresh of the original movie: Aszparuh (1981) with new sound effects, re-recorded music and visuals. The main story is kept the same: The creation of First Bulgarian Kingdom and the first Bulgarian ruler Khan Aszparuh."
Una lunga vacanza,2012,"Animation, Biography, History",8.7,Add a Plot
A Northern Story of Valor,1989,"Drama, History",8.7,The film offers an alternative version of the fight between two legendary Chekavars from Chanthu's perspective.
"Cold, I Am: Ballad of the Bark Eater",2012,"Adventure, Drama, History",8.7,"A young Mountain Man is pulled into the dark of the wilderness by a pair of bolstering, menacing self appointed lawmen of the Adirondack Mountains in the 1830s."
Subhas Chandra,1966,"Biography, Drama, History",8.7,This film is based on the life of Netaji Subhash Chandra Bose from a child to a great patriotic leader.
Rajamati,1995,"Drama, History, Musical",8.7,Add a Plot
Hemalkasa,2014,"Biography, Drama, History",8.7,"Biopic on Dr. Prakash Amte, the selfless doctor and social worker who devoted his life towards the development and upliftment of the tribal people in the forests of western Maharashtra."
December 24,2023,"Horror, Thriller",9.7,Finding Medicine for Breathing issues that newborn baby's facing in some parts of the state of karnataka due to some environmental problems.
Slaughter Beach,2022,"Comedy, Horror",9.6,Two wannabe heroes track down a crazed serial killer who is terrorizing their coastal town.
Heavy Makeup,2015,"Horror, Mystery, Thriller",9.6,"After a series of brutal murders occur in their quiet Hollywood neighborhood, two women search for clues to uncover the identity of a serial killer who is targeting struggling young actresses."
WJHC AM,2022,"Comedy, Horror, Thriller",9.6,"A smart ass DJ wants to start a career in radio, but the only place that will hire him is an old Southern Gospel Radio station. His first night shift happens during Y2K AND the rapture. Literally, all hell breaks loose."
Girls on a Boat,2012,Horror,9.5,"Girls On A Boat is a feature film about four female dancers embarking on a spooky vacation. Miss Red's new boyfriend, Jerry Finklestein, invites her and her three friends to the famous Boat...                See full summary »"
Accept or Reject,2022,"Horror, Thriller",9.5,A group of young people is indulging in an unfamiliar internet game. A game of knowledge and skills which at first glance appears harmless over time turns into a fight for life.
Muttnik,2009,"Crime, Horror, Thriller",9.5,"Samuel, a serial killer and the feral boy-dog Muttnik hunt down and kill people that abuse and murder animals. When a runaway teenage brother and sister, and an escaped convict and his ...                See full summary »"
Riyaa,2022,"Horror, Thriller",9.4,"The story is about 5 characters who have a dream of becoming great musicians. To accomplish this, they look for a peaceful place to work on their music."
Shards of Glass,2009,"Drama, Fantasy, Horror",9.4,Death disguised as a woman leading a suicide cult tries to influence people to die by their own hand.
Presa Nocturna,2022,"Drama, Horror, Mystery",9.4,"A Murderer named ""The Umbrella Man"" starts killing one person per night in a town called ""Jalos"" A Detective must stop this nightmare next to the Commander of the town, who nobody trusts."
La otra magia,2016,"Fantasy, Horror, Mystery",9.4,In the depths of the city of Buenos Aires there is a strange house where ceremonies and rituals full of occult elements are performed.
Cannibillies,2016,Horror,9.4,"'Tis the season for the Harvest of the Black Moon. The Iscariot family has chosen three people to be the souls to harvest for their holiday feast. According to cannibal customs, the three ...                See full summary »"
