movie_name,year,genre,rating,description
Shiba King: Assassination,2022,"Action, Comedy, Mystery",9.7,"A dark comedy, murder mystery, and virtual odyssey following Detective Burgers and MonsterMutt trying to solve the assassination of the king of the Shibas, Pikapetey."
Sorry Karma Returns,2022,"Crime, Mystery, Thriller",9.7,"A group of youngsters led by PK, the son of a political heavyweight are on a journey to their resort and the Karma returns in various forms through all the sins they have committed in the past. Will the Karma triumph over the tyranny ?"
Bluff,2023,"Crime, Drama, Mystery",9.7,"A suspect of murder goes ""by hook or by crook"" way to prove himself not guilty."
Hije,2016,"Crime, Mystery, Thriller",9.7,"Several homicides have shocked an Albanian small town. Gangs of the same criminal band have been murdered within a night. The prosecutor is investigating the case, while interrogating the ...                See full summary »"
Ocean City Monster Building,2022,"Comedy, Drama, Mystery",9.6,"In 1984, the former mayor of a small upstate New York town was found dead in his car with a young girl. In the aftermath, his wife and his adopted daughter have to make sense of this ...                See full summary »"
Who is Prince Oak Oakleyski,2022,"Drama, Mystery, Thriller",9.6,"A confusing dramatization about the factual mystery of Prince Oak Oakleyski, as many people were puzzling out. This baffling, rousing movie insinuated who Prince Oak Oakleyski really is."
S.A.D Sitting and Drinking,2016,"Comedy, Drama, Mystery",9.6,"Four inglorious bar studs spontaneously take it upon themselves to make a real stand, sitting of course. It's S.A.D but who cares? Actually these guys do."
Heavy Makeup,2015,"Horror, Mystery, Thriller",9.6,"After a series of brutal murders occur in their quiet Hollywood neighborhood, two women search for clues to uncover the identity of a serial killer who is targeting struggling young actresses."
Dream Lock,2022,"Crime, Drama, Mystery",9.5,Over the course of three dreams a man foresee events about to occur not realizing his ability to influence a physical activity without physical interaction.
Presa Nocturna,2022,"Drama, Horror, Mystery",9.4,"A Murderer named ""The Umbrella Man"" starts killing one person per night in a town called ""Jalos"" A Detective must stop this nightmare next to the Commander of the town, who nobody trusts."
Shards of Glass,2009,"Drama, Fantasy, Horror",9.4,Death disguised as a woman leading a suicide cult tries to influence people to die by their own hand.
Deified the Legacy of Yesterday,2021,Mystery,9.4,"Deified - The Legacy of Yesterday by Bhanu Srivastav is an amazing story of a girl named Sanvi. When Sanvi married a successful engineer, she looked forward to a long, happy life together, ...                See full summary »"
La otra magia,2016,"Fantasy, Horror, Mystery",9.4,In the depths of the city of Buenos Aires there is a strange house where ceremonies and rituals full of occult elements are performed.
Beyond the Facade,2009,"Mystery, Thriller",9.4,"At ICP Corporation, the race is on to finish and bring to market, a new technology. John Alcott is the engineer that develops it and because of his talent he is promoted to Director of ...                See full summary »"
Bhagwan Bachave,2022,"Comedy, Drama, Mystery",9.4,"A rib-tickling comic tale of a multi-million inheritance received by a seemingly unrelated trio of Manjhri Antani, Jatin Desai, and Ghanshyam Patel. Will they get to walk into the sunset or...                See full summary »"
Revenge Strategy,2016,"Action, Crime, Mystery",9.4,A father who has tragically lost his daughter joins forces with a betrayed terrorist to settle a score before the spiral of revenge reaches them.
Prince Oakleyski Eurasia - Royalwiki,2022,"History, Mystery",9.3,"The film disclosed an unseen side of Prince Oak Oakleyski in his unforgettable history. It encompasses some depressive elements, such as a bewildering sickness of him that was unexplained. However, he has recovered himself like a miracle."
Vestigio,2016,"Drama, Mystery, Thriller",9.3,"In a small town, a writer and a local man unite to find out what happened to their missing relatives."
Khudbudi,2022,"Drama, Fantasy, Mystery",9.3,"A 26 year old girl life changes by the sudden death of her entire family. During which she started hallucinating about a 10 year old girl, But once what was only hallucinations ,came to be a much bigger part of her life."
Doctor Strange: Multiversal Madness,2022,"Action, Mystery, Sci-Fi",9.3,Doctor Strange embarks on a multiversal journey with Brother Voodoo to stop Wanda before its too late.
No End,2022,"Comedy, Crime, Mystery",9.3,"Ayaz is an ordinary man who wishes for his own home. His brother-in-law left Iran for a long time due to his anti-government activities, but the news of his possible return reaches Ayaz. ...                See full summary »"
Moksha,2022,"Crime, Horror, Mystery",9.3,Moksha is a suspense thriller revolving around a sinister masked man and the mystery around his identity. Who is this Mask-Man? and what he is going to do? lies the crux of the film. With a...                See full summary »
Revisiting the Heart,2022,"Action, Drama, Mystery",9.3,"Azia, lead homicide detective returns home after a year in the midst of an escalating murder case. She finds herself entangled in a web of intrigue and deception amongst those in her inner circle as she struggles to uncover the truth."
Hank Is Evil: The Movie,2014,"Action, Comedy, Mystery",9.3,"Two years since he became Peoria's number one super villain, Hank finds himself under attack from a mysterious enemy who seems to know exactly how to hurt him."
Four Wise Monkeys,2016,"Drama, Mystery",9.3,Shawn has always been a 'bad boy' but is now about to create a family of his own. When his repulsive best friend shows up it makes him doubt his decisions and turn to his dead parents to find out what evil truly is.
The Christmas Club,2013,"Comedy, Mystery, Thriller",9.2,Four card players. Three $5 million dollar winners. One death sentence.
Don Cutting 2,2021,Romance,10.0,Add a Plot
Tahanan (Home),2022,"Drama, Romance",10.0,"After being forced to move to the United States due to financial struggles, a young Filipino boy named Jerome questions what home really means to him."
Oye Jassi Oye,2023,"Comedy, Romance, Thriller",9.9,Add a Plot
Khasagi Putagalu,2022,"Comedy, Drama, Romance",9.9,A coastal backdrop romantic comedy movie mainly set in Udupi and it's surroundings.
Wandering Bonbon,2022,Romance,9.9,"'Hitoe', a woman who spent a long time aimlessly drinking and drinking every day. It doesn't cut down on the actual 'Masaru' or gives it satisfaction. Then one day, 'Masaru' disappears in front of her."
Adai Mazhai Kaalam,2023,Romance,9.8,A tale of a young man and the journey of Love in his life to understand the meaning of eternal love and its purpose. An emotional roller coaster presented with a touch of fantasy .
Love Mein,2022,"Action, Romance",9.8,This is 2016's love story where the only daughter of multi-millionaire businessman is in deep love with son of his co-worker. Would her father accept the relationship or not?
I Found My Heart in Sante Fe,2017,Romance,9.8,Add a Plot
Nee Jathaga,2021,"Comedy, Drama, Romance",9.8,"Sahastra ( protagonist) has everything in her life like good parents, education and job except excitement . So that she is curious to explore new things . In order she went to three days trekking."
Prem Prakaran,,"Drama, Romance",9.7,"A small-town guy Adi, transcends the efforts for his true love, but the reality strikes him in the form of unrequited love. However, the love that Adi had showered onto someone, eventually comes back in all its gravity."
Janma Janma,1994,Romance,9.7,"""JANAM JANAM"" is a Love Story Social family Drama."
Silsila Sidnaaz Ka,2021,Romance,9.7,"Will have unseen footage from the Bigg Boss house that will be all about friendship, love and romance. It will narrate the good and bad times of Shehnaz and Sidharth as a couple."
Lagan,2022,"Drama, Romance",9.7,An uneducated woman Radha wishes to educate her son so that he can get a government job. But her son falls in love with a girl and this left Radha's lifelong dream unfulfilled. Will she lose hope?
Vasanthi Nalidaga,2022,"Family, Musical, Romance",9.7,"Sanjay, a carefree youngster brought up in luxury leads a life detached from emotions. When he reacts to a life-altering situation casually, his father decides his son needs to learn the importance of relationships and responsibilities."
Enakta Leiringei,2017,Romance,9.7,Add a Plot
Etham,2022,"Drama, Family, Romance",9.7,"'Etham' a colorful campus love story.Releted to Drama, Romance and Family."
Isa lang ang dapat mahalin,1997,"Action, Drama, Romance",9.6,"Vina (Maricel Morales) is a successful lawyer with a happy family life. Her life changes when her car hits Rex (Richard Bonnin), a former criminal waiting to start a new life with his girlfriend."
The Elixir of Love,2009,"Comedy, Music, Romance",9.6,"Donizetti's charming comedy is a celebration of innocence, so what setting could be better than a small Italian-American community in the Napa Valley, circa 1915? In this ingenious update, ...                See full summary »"
Kinsman,2018,"Comedy, Drama, Romance",9.6,"A young widow's mother in-law, tries to match make her with a much older rich man."
Life of an Alpha Male,2021,Romance,9.6,A Wealthy and successful business man enlists the help of an unorthodox therapist to explore why all of his romantic relationships ended in failure
Life Mein Twist Hai,2014,Romance,9.6,Add a Plot
Bablee,2022,Romance,9.6,"Bablee is a movie about a unique love story of Satya and Bablee. Satya has to go for an exile from his native place, Alibag. During his visit in Murtizapur, Satya sees this beautiful young ...                See full summary »"
La Grande Guerra del Salento,2022,"Drama, History, Romance",9.6,"As the world slowly licks the wounds of World War II, in Salento another war is continuing between the inhabitants of two villages, Supersano and Ruffano. The rivalry between the football ...                See full summary »"
The Unfinished Portrait,2019,"Drama, History, Romance",9.6,"Artur, a successful painter in Albania has a exhibit in Italy. The most praised painting by the critics is the portrait of girl entitled 'Light of Love' that unveils a forbidden love in ...                See full summary »"
Ye Kaisa Pyar,2021,Romance,9.6,Add a Plot
Vishu,2022,"Drama, Romance",9.6,Add a Plot
Aye Bujji Neeku Nene,2022,"Action, Comedy, Drama",9.6,"The movie revolves around a go-lucky boy Uday, who lives with his mother and loves her very much. Life turns apart when his mother asks him to love a girl and bring her as her daughter-in- ...                See full summary »"
Luz de amor,1993,Romance,9.5,"Daniel and Luz, a married couple travels to their beach house for a weekend together. Daniel gets an unexpected phone call and must leave. Meanwhile, an older looking postman delivers a ...                See full summary »"
Love Qubool Hai,2020,"Drama, Romance",9.5,Add a Plot
Enchained,2019,"Drama, History, Romance",9.5,"Ethiopia, 1916: Gobeze is a timid, peace-loving, young man of 25; a brilliant student who dedicates his whole life to ""Sem Ina Werq"" (riddles with dual meaning). He is caught in bed with ...                See full summary »"
Time's Paradox,2023,"History, Sci-Fi",10.0,"""Time's Paradox"" follows Juwel Chowdhury, a young and ambitious scientist, as he joins forces with the fearless time traveler, Ricky Riyaf. Together, they embark on a dangerous mission to ...                See full summary »"
Invisible Hacker,2023,"Action, Sci-Fi",10.0,"""Invisible Hacker"" is an action-packed thriller about two skilled hackers, Ricky Riyaf and Juwel Chowdhury, who find themselves on opposite sides of the law. Ricky, a former black hat ...                See full summary »"
The Universal Quest,2023,"Adventure, Sci-Fi",10.0,"""The Universal Quest"" is a sci-fi epic that takes the audience on a thrilling journey through the vast reaches of space. The film explores the mysteries of the universe and the search for ...                See full summary »"
Neon Tank,2022,"Drama, Sci-Fi",9.8,"In a neon-lit world where death is just a transition, a skilled hacker confronts his own values as he navigates a society of soul-traders."
Turning Mecard W: The Secret of Van dine - Special Edition,2018,"Animation, Action, Adventure",9.4,"Birth of powerful mechanimals. The destiny depends upon this battle. Nachan and his friends were spending peaceful days when Dr.Franklin call out them to Triforce. Nachan, Isobel and ...                See full summary »"
Star Battleship Wars,2021,Sci-Fi,9.4,Add a Plot
Star War the Third Gathers: The Backstroke of the West,2010,"Action, Sci-Fi",9.3,Mistranslated fandub of Star Wars: Episode III - Revenge of the Sith (2005).
Fixion,2022,Sci-Fi,9.3,"Ted has a mission. In his journey, he will cross paths with people who dare to break the silence of the world to share an idea worth spreading."
Doctor Strange: Multiversal Madness,2022,"Action, Mystery, Sci-Fi",9.3,Doctor Strange embarks on a multiversal journey with Brother Voodoo to stop Wanda before its too late.
Backwards Faces,2022,"Comedy, Sci-Fi",9.2,Quantum mechanics and the many-worlds interpretation make the morning after a one night stand between a theoretical physicist and a man from a different universe one to remember.
Helsreach: The Movie,2019,Sci-Fi,9.1,The Black Templars and the Astra Militarum's Steel Legion fend off a massive ork waaagh during the 3rd battle for Armageddon.
Animator vs Animation V,2020,"Animation, Action, Adventure",9.1,"In the final battle, The Chosen One returns to stop his sworn enemy."
Dr. 56,2022,"Crime, Mystery, Sci-Fi",9.0,"The story is based on some real events happening in the society. This is a science fiction medical thriller murder mystery story . PRIYA, who is a CBI officer, comes to the City for ...                See full summary »"
Stabiliti,2022,"Action, Crime, Sci-Fi",9.0,Modern science takes a leap as Indian R&AW agents try to tackle a criminal mastermind who wreaks havoc across the country.
Planet of the Astronauts,2022,"Adventure, Comedy, Sci-Fi",8.9,"Justin Souriau-Levine Studio's most recent production is a fun-filled adventurous comedy about three lovable astronauts who return to Earth after a failed mission to Uranus, and four years ...                See full summary »"
Hollywood Burn,2006,"Action, Comedy, History",8.8,Popular culture references are marshalled in a critique of copyright.
Inception,2010,"Action, Adventure, Sci-Fi",8.8,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster."
Inseguito,2002,"Sci-Fi, Thriller",8.7,Add a Plot
How to Time Travel,2016,"Comedy, Drama, Sci-Fi",8.7,"How To Time Travel follows the character of Jones. Jones proposes to his girlfriend only to receive the worst possible reply, 'No'. Not being able to handle the heartbreak, Jones works on ...                See full summary »"
The Matrix,1999,"Action, Sci-Fi",8.7,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
Máquina para ver el alma,2021,"Comedy, Drama, Romance",8.7,"Valeria, a young woman scientist, seeks to demonstrate the existence of a type of energy typical of living beings, struggling with the rigid system of beliefs in a scientific world ruled by men."
TeraStorm,2022,"Animation, Action, Sci-Fi",8.7,A team of superheroes unites in an attempt to vanquish an ancient wizard who threatens to destroy the earth with a powerful mysterious artifact.
Star Wars: Episode V - The Empire Strikes Back,1980,"Action, Adventure, Fantasy",8.7,"After the Rebels are overpowered by the Empire, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett."
Tamarrud,2016,"Sci-Fi, Thriller",8.7,"The CDC was supposed to help the citizens by creating Pax-A, a cure for everything. The country became divided as people got sick and overrun by the scavengers. Can the rebels find a cure or will the CDC silence them?"
Mirror's Edge Catalyst: Alpha,2017,Sci-Fi,8.7,"Information is heavily monitored in an urban metropolis, ruled by what is known as The Conglomerate. The need to transfer data outside of prying eyes gives rise to a new profession: Runners...                See full summary »"
Kamen Rider Ex-Aid Trilogy: Another Ending - Kamen Rider Genm vs. Lazer,2018,"Action, Fantasy, Sci-Fi",8.6,Kuroto Dan has obtained the God Maximum Mighty X and the world falls into the chaos. Kiriya has found the key to face the power that not even Muteki can overcome and ready to face him.
Star Wars,1977,"Action, Adventure, Fantasy",8.6,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader."
Monarca,2020,Sci-Fi,8.6,"Juan Medina, an ex-military man, returns to protect his wife and daughter from a hidden project called Monarca."
Metamorphosis,2022,"Action, Horror, Sci-Fi",8.6,Researchers become trapped in their facility when a mutant T-Rex escapes from its cage. Unable to defend themselves from the creature they turn to other mutant animals in order to escape being eaten.
Stranger in the Dunes,2016,"Sci-Fi, Thriller",8.6,A troubled married couple and their long-lost friend become ensnared in a supernatural phenomena while vacationing at an isolated beach house.
Monsoon Football,2019,Sport,9.7,A few middle class housewives who have devoted their lives to their homes and have never taught of themselves beyond their families.The women now decide to come out of their comfort zone an...                See full summary »
Mosallas-e abi,2000,"Drama, Sport",9.7,"The story of a football team with blue shirt name FC.Esteghlal (Taj), one of the oldest and bigest team in Asia with millions fans"
Beer Pong Trilogy,2009,"Comedy, Drama, Sport",9.6,Add a Plot
La Grande Guerra del Salento,2022,"Drama, History, Romance",9.6,"As the world slowly licks the wounds of World War II, in Salento another war is continuing between the inhabitants of two villages, Supersano and Ruffano. The rivalry between the football ...                See full summary »"
HSBC Champions WGC Official Film,2009,Sport,9.6,Add a Plot
Prime Wake Movie,2014,Sport,9.4,PRIME dives deep into the heart of the most progressive riding today while delving into the minds and physical potential of wakeboarding and wakeskating's best.
Dance Dance Revolution: The Warrior's Path,2011,"Comedy, Sport",9.4,"Derek is new to the DDR Scene. A scene which has been illegal since a freak accident took many lives years ago. The sport went underground and the rules are simple... win, you're rich. Lose, you die. Serious game is serious."
Acqua fuori dal ring,2012,"Drama, Sport",9.3,History repeats itself in an intertwined story of two boxers struggling to survive inside and outside of the ring.
"62,000:1 Three Teams One City One Year",2019,Sport,9.2,"1969, New York City, 3 teams won World Championships, the Jets, the Mets and the Knicks."
WWE: Paige - Iconic Matches,2019,"Action, Sport",9.2,"Paige's best WWE matches, including her debut match on RAW vs AJ Lee and her intense NXT fight with Emma."
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),2022,"Reality-TV, Sport",9.2,"Sidemen charity match Sidemen FC VS Youtube Allstars September 24, 2022"
Win Marathon,2018,"Drama, Sport",9.1,"Jeet Lo Marathon, is an inspiring love story which deals in discovering one's internal strength and achieving the impossible. One liner - A man runs a distance of 42.195 kms to win back the...                See full summary »"
Stingers Rule!,2009,"Family, Music, Sport",9.1,A local children's football team springs into action when they risk losing their beloved old ground to property developers. Can The Stingers raise enough funds to save the historic pitch!
13th and Pine,2022,"Drama, Sport",9.1,"A basketball story about a fatherless youth navigating his way through peer pressure, bad influences, and poverty."
From Faith to Freedom,2012,"Drama, Sport",9.1,"From Faith to Freedom traces the story of Mercury Sinclair, from troubled childhood to promising high school football standout, to accused of murdering and raping a woman in 1985. His ...                See full summary »"
Doda,2022,"Action, Sport",9.0,"The story revolves around a former boxer DODA from a small town. The film goes through the journey of Doda, and how he can survive and overcome his past and make things right once again."
A Killer Serve,2015,"Crime, Drama, Sport",9.0,"Winters finds himself stuck in a life and death struggle between an old boss he cannot refuse, and a personal belief system he would never betray. Someone is going to die."
Heel Kick!,2018,"Comedy, Sport",9.0,"Two backyard wrestlers decide to go pro. Unfortunately for them, they suck."
LA Underground,2012,"Comedy, Romance, Sport",9.0,"L.A. underground is the story of Dead retina, a Los Angeles Rock band that just recorded their first record, the only problem is their record label has just gone out of business and the ...                See full summary »"
This Is Home,2017,Sport,9.0,"From Europe to the US and back again - via old playgrounds, new challenges, secret spots and favourite lines - 'This is Home' chronicles what it means to be a freeskier today."
"Triumph, IL",2017,"Comedy, Drama, Sport",9.0,"This isn't a hero's journey. Chicago's resident comedy-practicing jerk, Joe, is unexpectedly transferred to small town Triumph, IL, home of the world's oldest curling club - and not much ...                See full summary »"
Fate of a Sport,2022,Sport,8.9,"Paul Rabil with his brother Mike Rabil attempt to raise capital, poach the top players, fight off lawsuits, and persevere through a global pandemic to change the trajectory of professional sports by launching the Premier Lacrosse League."
Racing Blood,1954,"Action, Drama, Romance",8.9,"A racing horse gives birth to two colts, one of which has a split hoof and is about to be destroyed. A young stable boy saves the horse and raises it to be a champion racer. One day the boy...                See full summary »"
The WormKillers' Last Spring,1994,"Drama, Sport",8.8,A group of high school friends who have been on the same softball team for twenty years deal with the break-up of their team.
Surau dan Silek,2017,"Comedy, Drama, Family",8.8,An eleven-year-old boy discovers the true meaning of silek (a martial art) when he meets a 60-year-old retired university teacher and former silek warrior that he is resolved to put an end to his feud with his competitors.
Puthiya Payanam,2017,Sport,8.8,"Siddarth is a college drop-out struggling to find a proper job. Though he has a passion in running, he has lost the will to live his life. The twisted hand of destiny has filled his journey...                See full summary »"
Liverpool Football Club vs Fútbol Club Barcelona,2019,Sport,8.8,Add a Plot
Shred Bots the Movie,2014,Sport,8.8,"Less like robots and more like ""bro-bots"", this epic ensemble of Norwegian and Canadian riders are about to present you with a serious lesson in Kinematics: That's android terminology for ""...                See full summary »"
Away Days,2016,Sport,8.8,"Filmed over the course of three years and spanning shoots in more than 100 cities around the globe, Away Days is the first full-length skateboarding film from Adidas. Anchored by unique ...                See full summary »"
Unrivaled: Red Wings v. Avalanche,2022,Sport,8.8,"The unprecedented rivalry that changed the NHL, the players and two cities forever."
She Inherited Danger,2022,Thriller,10.0,Add a Plot
Kalpvariksha (Part One): Paramchakra,2022,"Adventure, Thriller",9.9,Vinayak found his way to attain the powers of Kalpvariksha through Paramchakra but there were adverse consequences
The Awakening,2014,Thriller,9.8,Add a Plot
Ekalavya,2022,"Drama, Thriller",9.8,Add a Plot
The Trees of the East,2018,Thriller,9.8,"A hustler in East Atlanta is rumored to have buried something in the woods before his murder. The streets are on a treasure hunt to recover the lost stash. Meanwhile, a group of assassins wreak havoc on the city."
King James,2019,Thriller,9.8,"A year after his mentor, Jake, was felled during an undercover exchange of information with The Canon. Frank Vincent has desperately struggled to battle his own demons while seeking answers that will finally bring him face to face with The Canon and their Systemiser."
"The Anthology of Julius, the Nigerian Immigrant",2021,Thriller,9.8,A Nigerian immigrant seeking his green card is caught in a web of deception when the FBI forces him to bust the very same con he used to steal millions from others.
Marika,2022,Thriller,9.8,"Marika Vargosh is a girl with a dark past and a difficult present. An orphan with no education, she is forced to work in a brothel in order to have enough to live on."
Burhan vs afspa,2019,Thriller,9.8,"Burhan film is inspired story of burhan want,which shows the negative side of some dirty political people who uses religion,it's not exactly his story but only inspired by him,"
Kida,2022,"Drama, Thriller",9.8,"The story revolves around three characters - a grandfather, his grandson and his pet goat and a butcher. They are forced to take hard decisions to fulfill their dreams by the dawn of Diwali."
Dark Highway,2012,Thriller,9.8,Add a Plot
Rekha,2023,"Drama, Thriller",9.7,"Hailing from Bandadka village in Kasaragod, the movie takes you through the love saga of Rekha and Arjun."
NINA,2018,"Crime, Drama, Thriller",9.7,"In search of her father's murderer, Nina meets the aged ex-cop Rainer. Soon, the young loner and the failed family man fill a gap in each other's lives. But as Nina digs deeper into the ...                See full summary »"
Saddu Vicharane Nadeyuttide,2022,"Crime, Thriller",9.7,The Mysterious case of inter-caste missing couple creates Media Uproar is handed over by police department to dynamic crime branch officer Pruthvi Raj who cracks the case which has Twists and Turns
Hije,2016,"Crime, Mystery, Thriller",9.7,"Several homicides have shocked an Albanian small town. Gangs of the same criminal band have been murdered within a night. The prosecutor is investigating the case, while interrogating the ...                See full summary »"
December 24,2023,"Horror, Thriller",9.7,Finding Medicine for Breathing issues that newborn baby's facing in some parts of the state of karnataka due to some environmental problems.
Sorry Karma Returns,2022,"Crime, Mystery, Thriller",9.7,"A group of youngsters led by PK, the son of a political heavyweight are on a journey to their resort and the Karma returns in various forms through all the sins they have committed in the past. Will the Karma triumph over the tyranny ?"
Parvatinagar,2022,"Crime, Mystery, Thriller",9.7,"Police arrest former lover 'Arvind' of a prostitute 'Shweta' for her murder . The police are suspicious of Arvind but have no evidence to support it. After getting beaten up by the police, ...                See full summary »"
Shush,2021,Thriller,9.7,"Jessica lives her life quietly creating ASMR videos, but when Jessica meets Eric, she throws caution to the wind when he asks her on a date. Their fun evening quickly turns dark when Eric ...                See full summary »"
Puli Vachindi Meka Chachindi,2021,Thriller,9.7,....WORLDS FIRST 360 DEGREES SCREENPLAY MOVIE.............MOVIE BEGINS WITH 2ND HALF{ Every film has 1st half and 2nd half But. In this film 1st half and second half will play parallel and ...                See full synopsis »
Ziel,2021,Thriller,9.7,Protagonist wakes up in his room with parts of his memory wiped out. He wanders the whole house in search of answers.
The Mask of Sanity,2012,Thriller,9.6,"The Mask of Sanity is a modern re-imagining of character archetype of someone who walks the fine line between being a genius and a psychopath, and the consequences and weight of such a life."
Vasantha Kokila,2023,Thriller,9.6,Add a Plot
Quem Matou Laura Paula,2022,"Comedy, Crime, Thriller",9.6,"When a nun from the Sagrado Convento de Queijo Flamengo is found dead at the bottom of a ravine, detective Tó Manel - known as the Poirot of Marco de Canaveses - goes in search of the truth in a mind-boggling investigation."
Sankraman,2022,Thriller,9.6,Jealousy is a very much human emotion and astonishingly a highly contagious one too. A jealous mind can go to any length to scheme against those who are doing better. Dhananjay is a young ...                See full summary »
The Killer Monroes,2014,Thriller,9.6,Add a Plot
Shambho Shiva Shankara,2022,"Action, Thriller",9.6,"Three boys, Shambhu Shiva Shankar, who have been sentenced as juvenile delinquents, come out of jail and live their lives by doing small jobs without knowing what to do next."
Vlugtig,2021,Thriller,9.6,"Things take a turn for the unexpected when up-and-coming actor, Simon Berg, receives an invitation to be part of the cast of world renowned theatre director Andreas Vog's latest Red Riding Hood reinvention."
Carpe Diem,2009,Thriller,9.6,"Trying to get over a nasty divorce, a young woman meets the man of her dreams, but quickly learns that he could possibly be her worst nightmare."
WJHC AM,2022,"Comedy, Horror, Thriller",9.6,"A smart ass DJ wants to start a career in radio, but the only place that will hire him is an old Southern Gospel Radio station. His first night shift happens during Y2K AND the rapture. Literally, all hell breaks loose."
Real Emperor Kandanai Maneesawath,2022,"Biography, Comedy, War",9.7,"Thorny biological film about war. Uprising of people were rebellions trying to mock Prince Oak Oakleyski in comedy manner. Since Prince Oak Oakleyski is the Real Emperor Kandanai Maneesawath of Eurasia, there were few people defying him."
The Bed-Sitting Room,2016,"Action, Drama, War",9.6,This is a BBC radio play based on the John Antrobus surreal post apocalyptic stage play. Made into a film in 1969.
Yazh,2017,"Romance, Thriller, War",9.5,The Film narrates in real time in a non-linear fashion three interwoven stories of six main characters that are torn apart by the looming Lankan Eelam War.
Kobane,2022,War,9.5,"Despite being outnumbered and outgunned, a female Kurdish fighter guides her fellow fighters in the resistance to defend their city, Kobane, from the deadly threat of ISIS. A real story of war, sacrifice, love and hope."
Jibon Theke Neya,1970,"Drama, Family, War",9.3,"A political satire of Bangladesh under the rule of Pakistan metaphorically, where an autocratic woman in one family symbolizes the political dictatorship of Ayub Khan in East Pakistan."
The Hutou Fortress: Bacteria,2010,War,9.2,Add a Plot
Di Xue De Hong Du Juan,2018,War,9.2,Add a Plot
W.I.A. Wounded in Action,1966,"War, Drama",9.2,The story of wounded soldiers and their nurses at a Philippines army hospital during World War II.
Aguner Poroshmoni,1994,"Drama, War",9.1,In the middle of the 1971;curfew is going on all over the Bangladesh. The liberation army is operated as effective guerrilla force - Badiul Alam is one them. Alam plans for starting ...                See full summary »
La seconda via,2023,"Drama, War",9.1,"Russian front, January, 1943. It's hell: the flurries of sleet take the breath away and Sergeant Bisi can make out nothing in the landscape in front of him. Worried, he twists his neck to ...                See full summary »"
Portugal: A Luta em Tempos de Crise!,2022,"Biography, History, War",9.1,"A documentary film full of action and drama that portrays the Portuguese succession crisis, one of the greatest battles in History famous for its war strategy, intrigues and manipulations in the 14th-century court."
Concerto,2008,"Drama, History, Music",9.0,"Concerto is about how, in the last part of World War II, a special piano concert is held in the forest outside Davao City, in Mindanao. In these boondocks, a displaced Filipino family, lead...                See full summary »"
Sarsenapati Hambirrao,2022,"Action, Drama, History",9.0,"Based on the Maratha warrior Hansaji Mohite who was later given the title of Sarnobat Hambirrao, the film portrays his life as the Commander in Chief of Chatrapati Shivaji Maharaj's army."
Berlin - Akkurgan,2018,"History, War",9.0,Add a Plot
Ilhaq,2020,"Drama, War",9.0,Add a Plot
Powder,1916,"War, Drama",9.0,"Judson Brand, a powder manufacturer, is approached by the envoys of two warring nations, but before entering into a contract with Baron Von Halstyn, envoy for Gravonia, he sends his son, ...                See full summary »"
Les enfants du diable,1992,War,9.0,Add a Plot
Lapu-Lapu,1955,"Biography, Drama, History",9.0,"LVN's top stars Delia Razon and Mario Montenegro were reunited for the nth time in this 1955 Lamberto Avellana's monumental epic, ""Lapu-Lapu"". Based form the celebrated Francisco V. ...                See full summary »"
The Thundering 8th,2000,"Action, Drama, Romance",9.0,"Veteran WWII fighter pilot, Joe Sarnowski, reflects back on his service as an American fighter ace. His pained memories of both love and war are told in the classic WWII movie tradition with a very unique and bold style."
Gurët e shtëpisë sime,1983,"Drama, War",9.0,Add a Plot
Desert,2016,"Adventure, Drama, History",8.9,This is the longer feature version of the film Desert.
The Message,1976,"Action, Adventure, Biography",8.9,"The story of prophet ""Muhammad"" and the delivery of the message of God ""Allah."""
Letters for Annie: Memories from World War II,2018,War,8.9,"In 2007, Annie Connerton called John Lombardo in a frantic state to come visit her immediately and to bring a box of war letters dating back to the 1940's that were in John's possession. ...                See full summary »"
Färyad,1993,"Drama, War",8.9,The film based loosely on the Nagorno-Karabakh War and Khojaly Genocide. The movie also includes scenes from Khojaly Genocide documentary by Chingiz Mustafayev.
Daana Veera Soora Karna,1977,"Action, Drama, Fantasy",8.9,Story of the central hero of Mahabharata who rises from nothing to becoming the world's greatest warrior ever born in history and emerges as the hero of the Kurukshetra war.
Heroes Immortal: The Story of the Four Chaplains,2021,War,8.9,"This fact-based story follows the heroic lives and deaths of the ""Immortal Chaplains"", four World War II Army chaplains. These four deeply religious men made the ultimate sacrifice to save ...                See full summary »"
War Trap,2022,"Drama, War",8.9,"During the Second World War, following an ambush carried out in a fort by German troops, Eugène, a French soldier, finds himself trapped underground. Now fighting for his survival, his ...                See full summary »"
Magyar Feltámadás,1939,"Drama, Romance, War",8.9,Add a Plot
